RAM Name
A-DATA Technology AD5U480016G-B 16GB
A-DATA Technology AD5U48008G-B 8GB
A-DATA Technology AX5U5200C3816G-B 16GB
A-DATA Technology AX5U6000C4016G-B 16GB
Corsair CM5S16GM4800A40K2 16GB
Corsair CM5S16GM4800A40N2 16GB
Corsair CMH32GX5M2B5200C40 16GB
Corsair CMH32GX5M2B5600C36 16GB
Corsair CMH32GX5M2B5600C40 16GB
Corsair CMH32GX5M2B6000C40 16GB
Corsair CMH32GX5M2B6200C36 16GB
Corsair CMK32GX5M2A4800C40 16GB
Corsair CMK32GX5M2B5200C40 16GB
Corsair CMK32GX5M2B5600C36 16GB
Corsair CMK32GX5M2B6000C36 16GB
Corsair CMK32GX5M2B6200C36 16GB
Corsair CMK32GX5M2D6000C36 16GB
Corsair CMK32GX5M2X5600C32 16GB
Corsair CMK32GX5M2X6400C38 16GB
Corsair CMK5S16G3B52C40A2 16GB
Corsair CMK5S32G3B56Z40A2 32GB
Corsair CMK64GX5M2B5200C40 32GB
Corsair CMK64GX5M2B5600C40 32GB
Corsair CMT32GX5M2B5200C38 16GB
Corsair CMT32GX5M2B5200C40 16GB
Corsair CMT32GX5M2B5600C36 16GB
Corsair CMT32GX5M2X5600C36 16GB
Corsair CMT32GX5M2X6000C36 16GB
Corsair CMT32GX5M2X6200C36 16GB
Corsair CMT32GX5M2X6600C32 16GB
Corsair CMT5S16G3A48C40A2 16GB
Corsair CMT5S32G3A48C40A2 32GB
Corsair CMT64GX5M2B5200C40 32GB
Corsair CMT64GX5M2X5600C40 32GB
Corsair CMTS16GM4800A40T2 16GB
Crucial Technology CT16G48C40U5.M8A1 16GB
Crucial Technology CT32G48C40U5.M16A1 32GB
Crucial Technology CT8G48C40U5.M4A1 8GB
G Skill Intl F5-5200U4040A16G 16GB
G Skill Intl F5-5600J2834F32G 32GB
G Skill Intl F5-5600J3036D16G 16GB
G Skill Intl F5-5600J3036D32G 32GB
G Skill Intl F5-5600J3636C16G 16GB
G Skill Intl F5-5600J3636D32G 32GB
G Skill Intl F5-5600J4040C16G 16GB
G Skill Intl F5-5600U3636C16G 16GB
G Skill Intl F5-6000J3040F16G 16GB
G Skill Intl F5-6000J3040G32G 32GB
G Skill Intl F5-6000J3238G32G 32GB
G Skill Intl F5-6000J3636F16G 16GB
G Skill Intl F5-6000J4040F16G 16GB
G Skill Intl F5-6000U3636E16G 16GB
G Skill Intl F5-6000U4040E16G 16GB
G Skill Intl F5-6400J3239G16G 16GB
G Skill Intl F5-6600J3440G16G 16GB
G Skill Intl F5-6800J3445G16G 16GB
G Skill Intl F5-7200J3445G16G 16GB
GIGA - BYTE Technology Co Ltd ARS32G60D5R 16GB
GIGA - BYTE Technology Co Ltd GP-ARS32G52D5 16GB
Golden Empire CL34-38-38 D5-5200 16GB
Kingston 9905782-018.A00G 32GB
Kingston 9905783-025.A01G 16GB
Kingston 9905792-015.A00G 8GB
Kingston KF548C38-32 32GB
Kingston KF548C38-8 8GB
Kingston KF552C40-16 16GB
Kingston KF552C40-32 32GB
Kingston KF552C40-8 8GB
Kingston KF556C40-16 16GB
Kingston KF556C40-32 32GB
Kingston KF556C40-8 8GB
Kingston KF560C32-16 16GB
Kingston KF560C36-16 16GB
Kingston KF560C40-16 16GB
Kingston KF560C40-8 8GB
Kingston KF564C32-16 16GB
Micron Technology MTC8C1084S1UC48BA1 16GB
Patriot Memory (PDP Systems) 5600 C40 Series 8GB
Patriot Memory (PDP Systems) 6000 C36 Series 16GB
Patriot Memory (PDP Systems) 6200 C40 Series 16GB
PNY Technologies, Inc. 16GP1X1660HHH76-13-K 16GB
Samsung M323R2GA3BB0-CQKOD 16GB
Samsung M323R2GA3BB0-CQKOL 16GB
Samsung M323R4GA3BB0-CQKOL 32GB
Team Group Inc. TEAMGROUP-UD5-4800 16GB
Team Group Inc. UD5-4800 8GB
Team Group Inc. UD5-5200 16GB
Team Group Inc. UD5-5600 16GB
Team Group Inc. UD5-6000 16GB
Team Group Inc. UD5-6400 16GB
V-Color Technology Inc. TL51656840-E6PGAWK 16GB
